business_name,sector,followers_count,post_date,day_of_week,month,post_type,caption_text,caption_length,hashtags_count,emoji_count,likes_count,comments_count,views_count,language,CTA_present,promo_post,mentions_location,religious_theme,patriotic_theme,arabic_dialect_style,sponsored,view_rate,view_rate_bin
99streetwear,Fashion,5200,1777852800000,Monday,May,reel,"بنطلون خامة مميزة 🔥
توصيل خلال 24 ساعة 🚚
📍 العنوان : الخليل - الحرس - بجانب lc waikiki - عمارة عرفة",99,0,3,3.0,0,4400,Mixed,True,True,True,False,False,True,1,0.8461538461538461,high_view_rate
99streetwear,Fashion,5200,1778112000000,Thursday,May,reel,"قميص اوفر سايز متوفر بالاخضر والبيج 🔥
توصيل خلال 24 ساعة 🚚
📍 العنوان : الخليل - الحرس - بجانب lc waikiki - عمارة عرفة",117,0,3,3.0,0,4400,Mixed,True,True,True,False,False,True,1,0.8461538461538461,high_view_rate
99streetwear,Fashion,5200,1778112000000,Thursday,May,reel,"بلوزة مخططة خامة مميزة 🔥
توصيل خلال 24 ساعة 🚚
📍 العنوان : الخليل - الحرس - بجانب lc waikiki - عمارة عرفة",104,0,3,9.0,2,5300,Mixed,True,True,True,False,False,True,1,1.0192307692307692,high_view_rate
99streetwear,Fashion,5200,1778112000000,Thursday,May,reel,"بلوزة اولد مني خامة مميزة 🔥
توصيل خلال 24 ساعة 🚚
📍 العنوان : الخليل - الحرس - بجانب lc waikiki - عمارة عرفة",107,0,3,4.0,0,2600,Mixed,True,True,True,False,False,True,1,0.5,avg_view_rate
Baby Bump,Fashion,15000,1775606400000,Wednesday,April,reel,"فستان واحد بخلي كل مناسبة أجمل — تألقي كأم منتظرة

فستان حمل مريح وخفيف مع طبقات ناعمة تمنح حركة ساحرة وشكل جميل للبطن، مثال للظهور بالمناسبات أو للبس اليومي المميز

اشتريه من baby bump

رام الله، وسط البلد، شارع الزهراء (مقابل هارموني، بجانب بيت الرياضة، قرب نوتيلا شوي)

توصيل لكافة مناطق البلاد.

للحجز: 0599940448",317,0,0,3.0,0,227,Mixed,True,True,True,False,False,True,0,0.015133333333333334,low_view_rate
Baby Bump,Fashion,15000,1775606400000,Wednesday,April,reel,"جينز حمل يحفظ شكلك و يعطيكي راحة كل يوم!

جينز دنيم بخصر مرتفع وبطن داعم مطاطي يضم البطن بدون ضغط

قصة مستقيمة عملية للمشاوير والعمل.

متوفر الآن في baby bump

رام الله، وسط البلد، شارع الزهراء (مقابل هارموني، بجانب بيت الرياضة، قرب نوتيلا شوي)

توصيل لكافة مناطق البلاد

للحجز: 0599940448",289,0,0,21.0,0,1588,Mixed,True,True,True,False,False,True,0,0.10586666666666666,avg_view_rate
Baby Bump,Fashion,15000,1775606400000,Wednesday,April,reel,"قطعة أساسية في خزانة الحامل — سهلة، ناعمة، متوفرة!

بلوزة قطن ناعمة مناسبة للتركيبات اليومية والراحة طوال اليوم.

متوفرة بالألوان الثلاثة: أبيض، زهري، أزرق

وبمقاسات M-XXL

اشتريها من baby bump — رام الله، شارع الزهراء (قريب نوتيلا شوب).

خدمة توصيل لكافة مناطق البلاد

للحجز والاستفسار: 0599940448",298,0,0,9.0,0,681,Mixed,True,True,True,False,False,True,0,0.0454,low_view_rate
Baby Bump,Fashion,15000,1775606400000,Wednesday,April,reel,"القماش اللي يناسب كل حركة حامل — نعومة وتمدد مثالي!

بنطلون فل لايكرا (ثابت) بخصر مرتفع وبطن داعم — قماشه مطاطي بالكامل يضم البطن ويعطي دعم وراحة طوال اليوم

متوفر بالأسود والكحلي.

مقاسات S-XXL.

متوفر الآن في baby bump — رام الله، وسط البلد، شارع الزهراء (مقابل هارموني، بجانب بيت الرياضة، قريب نوتيلا شوي)

توصيل لكافة مناطق البلاد.

للحجز: 0599940448",354,0,0,35.0,2,5922,Mixed,True,True,True,False,False,True,0,0.3948,avg_view_rate
Baby Bump,Fashion,15000,1775606400000,Wednesday,April,reel,"بنطلون واحد يضمن لك راحة وأناقة طوال الحمل — جربيه الآن!

بنطلون حمل قماش رسمي قصة ZARA بخصر عالي مع بطن مريح وركبة مستقيمة ورجل عريضة لحرية حركة كاملة.

متوفر لدى BABY BUMP

كل ما تحتاجه الحامل تحت سقف واحد

العنوان: رام الله، وسط البلد، شارع الزهراء (مقابل هارموني، بجانب بيت الرياضة، بالقرب من نوتيلا شوي).

توصيل لكافة مناطق البلاد

للحجز: 0599940448",354,0,0,17.0,0,1285,Mixed,True,True,True,False,False,True,0,0.08566666666666667,low_view_rate
Baby Bump,Fashion,15000,1775088000000,Thursday,April,reel,"⚠️⚠️ عرض الفساتين المجنون ⚠️⚠️

البيع بأقل من سعر التكلفة

فستان حمل سادة

1=80
2=100

التشكيلة كبيرة و المقاسات محدودة

اكبر تشكيلة ملابس حمل في البلاد

كل ما تحتاجه الحامل تحت سقف واحد",186,0,8,3.0,0,227,Arabic,True,True,False,False,False,True,0,0.015133333333333334,low_view_rate
Baby Bump,Fashion,15000,1774915200000,Tuesday,March,reel,"⚠️⚠️ عرض الترنجات المجنون ⚠️⚠️

اشتري وحدة والثانية علينا

العرض حتى نفاذ الكمية

ترينج حمل قطن

المقاسات المتوفرة
٣٨-٤٦

اكبر تشكيلة ملابس حمل في البلاد

كل ما تحتاجه الحامل تحت سقف واحد

التوصيل متاح لكل المناطق

عنواننا: رام الله - وسط البلد - شارع الزهراء - مقابل هارموني بجانب بيت الرياضة - بالقرب من نوتيلا شوب",316,0,8,0.0,0,0,Arabic,True,True,True,False,False,True,0,0.0,low_view_rate
Baby Bump,Fashion,15000,1774310400000,Tuesday,March,reel,"⚠️⚠️ كرنا الكمية ⚠️⚠️

عرض للجينز على هذا الموديل فقط

١=٦٠
٢=١٠٠
٣=١٣٠

المقاسات
٣٨ ل ٤٤

التوصيل متاح لكل المناطق

اكبر تشكيلة ملابس حمل في البلاد

التوصيل متاح لكل المناطق

عنواننا: رام الله - وسط البلد - شارع الزهراء مقابل هارموني - بجانب بيت الرياضة",254,0,8,4.0,0,302,Arabic,True,True,True,False,False,True,0,0.020133333333333333,low_view_rate
Baby Bump,Fashion,15000,1774310400000,Tuesday,March,reel,"📢📢 عرض بداية الموسم 📢📢

فستان حمل منقش

على سعر العرض

40 شيكل فقط

الكمية محدودة

العرض حتى نفاذ الكمية

اكبر تشكيلة ملابس حمل في البلاد

كل ما تحتاجه الحامل تحت سقف واحد

التوصيل متاح لكل المناطق

عنواننا: رام الله وسط البلد - شارع الزهراء مقابل هارموني بجانب بيت الرياضة",273,0,4,3.0,0,227,Arabic,True,True,True,False,False,True,0,0.015133333333333334,low_view_rate
Baby Bump,Fashion,15000,1769299200000,Sunday,January,reel,"تشكيلة بنطلونات جينز
mom jeans

اكبر تشكيلة ملابس حمل في البلاد

كل ما تحتاجه الحامل تحت سقف واحد

التوصيل متاح لكل المناطق

عنواننا: رام الله - وسط البلد - شارع الزهراء - بجانب بيت الرياضة و زينة كوزمتكس",204,0,0,2.0,2,3426,Mixed,True,True,True,False,False,True,1,0.2284,avg_view_rate
Ronza Elegant,Fashion,14000,1778112000000,Thursday,May,reel,العظم الي وصل تكرر وصار أوت أوف ستوك من أول ساعة باللون الأسود هلا موجود اللون الكحلي والعسلي صبايا,101,0,0,11.0,0,455,Arabic,False,True,False,False,False,True,0,0.0325,low_view_rate
Ronza Elegant,Fashion,14000,1778112000000,Thursday,May,reel,كيف تطلعي شيك ومرتاحة بنفس الوقت؟؟؟؟ اختاري هذا الموديل من رونزا إليجنت,81,0,0,3.0,0,41,Arabic,True,True,False,False,False,True,0,0.0029285714285714284,low_view_rate
Ronza Elegant,Fashion,14000,1778112000000,Thursday,May,reel,وصل جديد وصل الراقي والأجمل خليكم متحمسين معنا اليوم لتشوفوا أحلى وأرقى كولكشن حاليا في رونزا إليجنت,106,0,0,8.0,0,348,Arabic,False,True,False,False,False,True,0,0.024857142857142855,low_view_rate
Ronza Elegant,Fashion,14000,1778112000000,Thursday,May,reel,كيف تطلعي شيك ومرتاحة بنفس الوقت؟؟؟؟ اختاري هذا الموديل من رونزا إليجنت موقعنا رام الله شارع الإرسال عياش مول الطابق سالب واحد متوفر خدمة التوصيل لكل مناطق الضفة والقدس والداخل 🚗🚗,183,0,2,9.0,0,789,Arabic,True,True,True,False,False,True,0,0.056357142857142856,low_view_rate
Ronza Elegant,Fashion,14000,1778112000000,Thursday,May,reel,كيف تطلعي شيك ومرتاحة بنفس الوقت؟؟؟؟ اختاري هذا الموديل من رونزا إليجنت موقعنا رام الله شارع الإرسال عياش مول الطابق سالب واحد متوفر خدمة التوصيل لكل مناطق الضفة والقدس والداخل 🚗🚗,183,0,2,33.0,2,1600,Arabic,True,True,True,False,False,True,1,0.11428571428571428,avg_view_rate
Ronza Elegant,Fashion,14000,1778112000000,Thursday,May,reel,وصل جديد وصل الرقّي والجمال خلّيكم متحمسين معنا اليوم لتشوفوا أحلى وأرقى كولكشن حاليا في رونزا إليجنت,107,0,0,2.0,0,320,Arabic,False,True,False,False,False,True,0,0.022857142857142857,low_view_rate
Ronza Elegant,Fashion,14000,1778112000000,Thursday,May,reel,كيف تطلعي شيك ومرتاحة بنفس الوقت؟؟؟؟ اختاري هذا الموديل من رونزا إليجنت,81,0,0,2.0,0,40,Arabic,True,True,False,False,False,True,0,0.002857142857142857,low_view_rate
Ronza Elegant,Fashion,14000,1778112000000,Thursday,May,reel,كيف تطلعي أنيقة ومحتشمة بنفس الوقت؟؟؟؟ اختاري هذا الموديل من رونزا إليجنت موقعنا رام الله شارع الإرسال عياش مول الطابق سالب واحد متوفر خدمة التوصيل لكل مناطق الضفة والقدس والداخل 🚗🚗,185,0,2,2.0,0,570,Arabic,True,True,True,False,False,True,0,0.04071428571428572,low_view_rate
Ronza Elegant,Fashion,14000,1778112000000,Thursday,May,reel,كيف تطلعي شيك ومرتاحة بنفس الوقت؟؟؟؟ اختاري هذا الموديل من رونزا إليجنت,81,0,0,23.0,1,1200,Arabic,True,True,False,False,False,True,0,0.08571428571428572,low_view_rate
Ronza Elegant,Fashion,14000,1778112000000,Thursday,May,reel,كيف تطلعي شيك ومرتاحة بنفس الوقت؟؟؟؟ اختاري هذا الموديل من رونزا إليجنت,81,0,0,9.0,0,478,Arabic,True,True,False,False,False,True,0,0.03414285714285714,low_view_rate
Ronza Elegant,Fashion,14000,1778112000000,Thursday,May,reel,كيف تطلعي شيك ومرتاحة بنفس الوقت؟؟؟؟ اختاري هذا الموديل من رونزا إليجنت موقعنا رام الله شارع الإرسال عياش مول الطابق سالب واحد متوفر خدمة التوصيل لكل مناطق الضفة والقدس والداخل 🚗🚗,183,0,2,8.0,1,570,Arabic,True,True,True,False,False,True,0,0.04071428571428572,low_view_rate
Ronza Elegant,Fashion,14000,1778112000000,Thursday,May,reel,كيف تطلعي شيك ومرتاحة بنفس الوقت؟؟؟؟ اختاري هذا الموديل من رونزا إليجنت موقعنا رام الله شارع الإرسال عياش مول الطابق سالب واحد متوفر خدمة التوصيل لكل مناطق الضفة والقدس والداخل 🚗🚗,183,0,2,5.0,1,78,Arabic,True,True,True,False,False,True,0,0.005571428571428572,low_view_rate
ROZAL,Fashion,76000,1778025600000,Wednesday,May,reel,أكبر وأوسع تشكيلة من العبايات الخليجية الفخمة والأقمشة المتنوعة متوفرة داخل البوتيك 🔥🔥🔥 موقعنا : طولكرم - مجمع التاج - الطابق الثاني على المصعد آخر الطابق التوصيل متوفر لجميع مناطق الضفة والداخل والقدس عرض أقل,209,0,3,6.0,2,61,Arabic,True,True,True,False,False,True,0,0.0008026315789473684,low_view_rate
ROZAL,Fashion,76000,1778025600000,Wednesday,May,reel,أكبر وأوسع تشكيلة من العبايات الخليجية الفخمة والأقمشة المتنوعة متوفرة داخل البوتيك 🔥🔥🔥 موقعنا : طولكرم - مجمع التاج - الطابق الثاني على المصعد آخر الطابق التوصيل متوفر لجميع مناطق الضفة والداخل والقدس عرض أقل,209,0,3,16.0,4,3000,Arabic,True,True,True,False,False,True,0,0.039473684210526314,low_view_rate
ROZAL,Fashion,76000,1778025600000,Wednesday,May,reel,أكبر وأوسع تشكيلة من العبايات الخليجية الفخمة والأقمشة المتنوعة متوفرة داخل البوتيك 🔥🔥🔥 موقعنا : طولكرم - مجمع التاج - الطابق الثاني على المصعد آخر الطابق التوصيل متوفر لجميع مناطق الضفة والداخل والقدس عرض أقل,209,0,3,1.0,0,5500,Arabic,True,True,True,False,False,True,0,0.07236842105263158,low_view_rate
ROZAL,Fashion,76000,1778025600000,Wednesday,May,reel,أكبر وأوسع تشكيلة من العبايات الخليجية الفخمة والأقمشة المتنوعة متوفرة داخل البوتيك 🔥🔥🔥 موقعنا : طولكرم - مجمع التاج - الطابق الثاني على المصعد آخر الطابق التوصيل متوفر لجميع مناطق الضفة والداخل والقدس عرض أقل,209,0,3,33.0,0,2000,Arabic,True,True,True,False,False,True,0,0.02631578947368421,low_view_rate
ROZAL,Fashion,76000,1778025600000,Wednesday,May,reel,أكبر وأوسع تشكيلة من العبايات الخليجية الفخمة والأقمشة المتنوعة متوفرة داخل البوتيك 🔥🔥🔥 موقعنا : طولكرم - مجمع التاج - الطابق الثاني على المصعد آخر الطابق التوصيل متوفر لجميع مناطق الضفة والداخل والقدس عرض أقل,209,0,3,13.0,0,3500,Arabic,True,True,True,False,False,True,0,0.046052631578947366,low_view_rate
ROZAL,Fashion,76000,1778025600000,Wednesday,May,reel,أكبر وأوسع تشكيلة من العبايات الخليجية الفخمة والأقمشة المتنوعة متوفرة داخل البوتيك 🔥🔥🔥 موقعنا : طولكرم - مجمع التاج - الطابق الثاني على المصعد آخر الطابق التوصيل متوفر لجميع مناطق الضفة والداخل والقدس عرض أقل,209,0,3,0.0,0,767,Arabic,True,True,True,False,False,True,0,0.010092105263157895,low_view_rate
ROZAL,Fashion,76000,1778025600000,Wednesday,May,reel,أكبر وأوسع تشكيلة من العبايات الخليجية الفخمة والأقمشة المتنوعة متوفرة داخل البوتيك 🔥🔥🔥 موقعنا : طولكرم - مجمع التاج - الطابق الثاني على المصعد آخر الطابق التوصيل متوفر لجميع مناطق الضفة والداخل والقدس عرض أقل,209,0,3,2.0,0,740,Arabic,True,True,True,False,False,True,0,0.009736842105263158,low_view_rate
ROZAL,Fashion,76000,1778025600000,Wednesday,May,reel,أكبر وأوسع تشكيلة من العبايات الخليجية الفخمة والأقمشة المتنوعة متوفرة داخل البوتيك 🔥🔥🔥 موقعنا : طولكرم - مجمع التاج - الطابق الثاني على المصعد آخر الطابق التوصيل متوفر لجميع مناطق الضفة والداخل والقدس عرض أقل,209,0,3,17.0,0,541,Arabic,True,True,True,False,False,True,0,0.0071184210526315786,low_view_rate
ROZAL,Fashion,76000,1778025600000,Wednesday,May,reel,أكبر وأوسع تشكيلة من العبايات الخليجية الفخمة والأقمشة المتنوعة متوفرة داخل البوتيك 🔥🔥🔥 موقعنا : طولكرم - مجمع التاج - الطابق الثاني على المصعد آخر الطابق التوصيل متوفر لجميع مناطق الضفة والداخل والقدس عرض أقل,209,0,3,6.0,0,1600,Arabic,True,True,True,False,False,True,0,0.021052631578947368,low_view_rate
ROZAL,Fashion,76000,1778025600000,Wednesday,May,reel,أكبر وأوسع تشكيلة من العبايات الخليجية الفخمة والأقمشة المتنوعة متوفرة داخل البوتيك 🔥🔥🔥 موقعنا : طولكرم - مجمع التاج - الطابق الثاني على المصعد آخر الطابق التوصيل متوفر لجميع مناطق الضفة والداخل والقدس عرض أقل,209,0,3,3.0,0,1400,Arabic,True,True,True,False,False,True,0,0.018421052631578946,low_view_rate
ROZAL,Fashion,76000,1778025600000,Wednesday,May,reel,أكبر وأوسع تشكيلة من العبايات الخليجية الفخمة والأقمشة المتنوعة متوفرة داخل البوتيك 🔥🔥🔥 موقعنا : طولكرم - مجمع التاج - الطابق الثاني على المصعد آخر الطابق التوصيل متوفر لجميع مناطق الضفة والداخل والقدس عرض أقل,209,0,3,1.0,0,4400,Arabic,True,True,True,False,False,True,0,0.05789473684210526,low_view_rate
ROZAL,Fashion,76000,1778025600000,Wednesday,May,reel,أكبر وأوسع تشكيلة من العبايات الخليجية الفخمة والأقمشة المتنوعة متوفرة داخل البوتيك 🔥🔥🔥 موقعنا : طولكرم - مجمع التاج - الطابق الثاني على المصعد آخر الطابق التوصيل متوفر لجميع مناطق الضفة والداخل والقدس عرض أقل,209,0,3,7.0,0,65,Arabic,True,True,True,False,False,True,0,0.0008552631578947369,low_view_rate
ROZAL,Fashion,76000,1777852800000,Monday,May,reel,وأخيراً وصل التكرار ... عباية أحلى من كل الفستانين موقعنا : طولكرم - مجمع التاج - الطابق الثاني على المصعد آخر الطابق متوفر توصيل لجميع مناطق الضفة والداخل والقدس,162,0,0,120.0,14,38000,Arabic,True,True,True,False,False,True,1,0.5,avg_view_rate
Bella Kids,Fashion,5300,1778025600000,Wednesday,May,reel,🫶 ستايل صيفي مميز لأجمل الإطلالات ☀️🌳 تشكيلة أولاد بتفاصيل عصرية وخامات خفيفة تعطي راحة وأناقة طول اليوم ✨🌿 إطلالات تناسب اللعب، الطلعات، وأجواء العيد بكل أناقة 💛 📍 رام الله شارع الإرسال بجانب سوبر ماركت الأصيل 🚚 خدمة التوصيل متوفرة إلى الضفة، القدس، والداخل زورونا وخلي إطلالة العيد أحلى مع Bella Kids 🌙🎀 #bellakids #عيد_الأضحى #ملابس_عيد,339,3,10,0.0,0,494,Mixed,True,True,True,True,False,True,0,0.09320754716981132,avg_view_rate
Bella Kids,Fashion,5300,1778112000000,Thursday,May,reel,✨ لأن فرحة العيد بتكمل بأناقة أطفالكم 💛🧸 تشكيلة واسعة من ملابس العيد للأطفال من عمر 0-12 سنة 👕🌸 ستايلات ناعمة، كاجوال، وكلاسيك تناسب كل الأذواق ✨ 📍 متواجدون في: رام الله – شارع الإرسال بجانب سوبر ماركت الأصيل 🚚 خدمة التوصيل متوفرة إلى الضفة، القدس، والداخل زورونا وخلي إطلالة العيد أحلى مع Bella Kids 🌙🎀 #BellaKids,314,1,10,0.0,0,432,Mixed,True,True,True,True,False,True,0,0.08150943396226415,low_view_rate
Bella Kids,Fashion,5300,1778112000000,Thursday,May,reel,📍 رام الله شارع الإرسال بجانب سوبر ماركت الأصيل,47,0,1,0.0,0,1300,Arabic,False,True,True,False,False,True,0,0.24528301886792453,avg_view_rate
Bella Kids,Fashion,5300,1778112000000,Thursday,May,reel,✨ ستايل العيد للصغار... أناقة بكل التفاصيل 💛👕 تشكيلة مميزة من إطلالات الأولاد العصرية، بألوان هادئة وخامات مريحة تناسب فرحة العيد 🌙✨ خلي طفلك يتألق بأناقة وراحة في كل زيارة وكل صورة 📍 رام الله شارع الإرسال بجانب سوبر ماركت الأصيل 🚚 خدمة التوصيل متوفرة إلى الضفة، القدس، والداخل زورونا وخلي إطلالة العيد أحلى مع Bella Kids 🌙🎀,324,0,9,1.0,0,808,Mixed,True,True,True,True,False,True,0,0.15245283018867925,avg_view_rate
Bella Kids,Fashion,5300,1778112000000,Thursday,May,reel,💖 لمسات بسيطة... وأناقة تلفت الأنظار ✨🧸 تشكيلة مريحة وعصرية بتفاصيل ناعمة تناسب حركة الأطفال وتعطيهم ستايل مميز بكل وقت 🌿✨ إطلالة مليانة حيوية وبراءة لطفلتك الصغيرة 💕 📍 رام الله شارع الإرسال بجانب سوبر ماركت الأصيل 🚚 خدمة التوصيل متوفرة إلى الضفة، القدس، والداخل زورونا وخلي إطلالة العيد أحلى مع Bella Kids 🌙🎀 #bellakids,320,1,10,0.0,0,1700,Mixed,True,True,True,True,False,True,0,0.32075471698113206,avg_view_rate
Bella Kids,Fashion,5300,1778112000000,Thursday,May,reel,✨ لأن فرحة العيد بتكمل بأناقة أطفالكم 💛🧸 تشكيلة واسعة من ملابس العيد للأطفال من عمر 0-12 سنة 👕🌸 ستايلات ناعمة، كاجوال، وكلاسيك تناسب كل الأذواق ✨ 📍 متواجدون في: رام الله – شارع الإرسال بجانب سوبر ماركت الأصيل 🚚 خدمة التوصيل متوفرة إلى الضفة، القدس، والداخل زورونا وخلي إطلالة العيد أحلى مع Bella Kids 🌙🎀 #Bellakids,314,1,10,4.0,0,338,Mixed,True,True,True,True,False,True,1,0.06377358490566037,low_view_rate
Bella Kids,Fashion,5300,1778025600000,Wednesday,May,reel,زورونا وخلي إطلالة العيد أحلى مع Bella Kids 🌙🎀 📍 رام الله شارع الإرسال بجانب سوبر ماركت الأصيل #ملابس_عيد #اطفال_فاشن #ملابس_اطفال عرض أقل,138,3,3,3.0,0,651,Mixed,True,True,True,True,False,True,0,0.12283018867924528,avg_view_rate
Bella Kids,Fashion,5300,1777939200000,Tuesday,May,reel,🌷 إطلالة مليئة بالنعومة والبهجة لطفلتك 🌸✨ تصاميم لطيفة تناسب أجواء العيد وتعطي طفلتك حضور أنيق بكل بساطة 💕 من عمر 2 إلى 5 سنوات 🧸 📍 رام الله شارع الإرسال بجانب سوبر ماركت الأصيل عرض أقل,185,0,6,2.0,0,651,Arabic,False,True,True,True,False,True,0,0.12283018867924528,avg_view_rate
Bella Kids,Fashion,5300,1778025600000,Wednesday,May,reel,زورونا وخلي إطلالة العيد أحلى مع Bella Kids 🌙🎀 📍 رام الله شارع الإرسال بجانب سوبر ماركت الأصيل 🚚 خدمة التوصيل متوفرة إلى الضفة، القدس، والداخل #bellakids #اطفال_فاشن #ملابس_عيد عرض أقل,184,3,4,0.0,0,651,Mixed,True,True,True,True,False,True,0,0.12283018867924528,avg_view_rate
Bella Kids,Fashion,5300,1778025600000,Wednesday,May,reel,فخورين بالتعاون مع العالميتين كنان وغزل في عرض ملابسنا 😍💙 تشكيلة العيد صارت جوا المحل! ✅ أحجام متنوعة ✅ خامة ممتازة ✅ ألوان مميزة ✅ تشكيلة واسعة وعيلة Bella Kids جاهزة لتساعدكم وتلبي طلباتكم شو بتستنوا؟ موقعنا: رام الله - شارع الإرسال بجانب المقاطعة عند سوبر ماركت الأصيل عرض أقل,279,0,6,8.0,11,651,Mixed,True,True,True,False,False,True,0,0.12283018867924528,avg_view_rate
Bella Kids,Fashion,5300,1778025600000,Wednesday,May,reel,📍 رام الله شارع الإرسال بجانب سوبر ماركت الأصيل #ملابس_عيد #bellakids عرض أقل,77,2,1,6.0,0,651,Mixed,False,True,True,True,False,True,0,0.12283018867924528,avg_view_rate
Bella Kids,Fashion,5300,1778025600000,Wednesday,May,reel,✨ تجهيزات العيد بدأت مع Bella Kids 🌙👗👕 أجمل موديلات ملابس العيد للأطفال من عمر 0-12 سنة 💛 ستايلات عصرية، ألوان مميزة، وراحة تناسب كل طفل ✨ زورونا واختاروا إطلالة العيد الأقرب لقلوبكم 🎀🛍️ 📍 رام الله - شارع الإرسال بجانب سوبر ماركت الأصيل Bella Kids... أناقة العيد تبدأ من هنا 🌸 عرض أقل,284,0,10,3.0,0,651,Mixed,True,True,True,True,False,True,1,0.12283018867924528,avg_view_rate
MAS CO,Fashion,4800,1778112000000,Thursday,May,reel,مجموعة جديدة 💕💕💕,16,0,3,3.0,0,142,Arabic,False,True,False,False,False,True,0,0.029583333333333333,low_view_rate
MAS CO,Fashion,4800,1778112000000,Thursday,May,reel,,0,0,0,3.0,0,142,No Caption,False,True,False,False,False,False,0,0.029583333333333333,low_view_rate
MAS CO,Fashion,4800,1778112000000,Thursday,May,reel,تربيع 2026 الأفضل والأروع,25,0,0,5.0,0,142,Arabic,False,True,False,False,False,True,0,0.029583333333333333,low_view_rate
MAS CO,Fashion,4800,1778112000000,Thursday,May,reel,❤️❤️❤️,6,0,3,2.0,0,142,No Caption,False,True,False,False,False,False,0,0.029583333333333333,low_view_rate
MAS CO,Fashion,4800,1778112000000,Thursday,May,reel,,0,0,0,2.0,0,142,No Caption,False,True,False,False,False,False,0,0.029583333333333333,low_view_rate
MAS CO,Fashion,4800,1778112000000,Thursday,May,reel,ملابس القطنية والرياضيه مهمه تكون في خزانتك #بتلحم❤️🇵🇸 #القدس_الخليل #الظاهرية #سخنين_ام_الفحم_حيفا_عكا_الناصرة_عرابة #دورا #يافا #الناصرة,138,7,3,2.0,0,142,Arabic,True,True,True,False,True,True,0,0.029583333333333333,low_view_rate
MAS CO,Fashion,4800,1778025600000,Wednesday,May,reel,هاي بس الك ❤️❤️,15,0,2,2.0,1,142,Arabic,False,True,False,False,False,True,0,0.029583333333333333,low_view_rate
MAS CO,Fashion,4800,1778025600000,Wednesday,May,reel,,0,0,0,4.0,0,142,No Caption,False,True,False,False,False,False,0,0.029583333333333333,low_view_rate
MAS CO,Fashion,4800,1773878400000,Thursday,March,reel,,0,0,0,2.0,0,142,No Caption,False,True,False,False,False,False,1,0.029583333333333333,low_view_rate
متجر الأميرات للسيدات,Fashion,5600,1778112000000,Thursday,May,reel,تونيك بياخد العقل ❤️🔥🔥🔥🔥🔥🔥 تميزي فيه للعيد حصرًا في متجرنا ❤️ التوصيل متاح لكل المحافظات 🚚🚚 عرض أقل,99,0,10,2.0,0,993,Arabic,True,True,False,True,False,True,0,0.17732142857142857,avg_view_rate
متجر الأميرات للسيدات,Fashion,5600,1778112000000,Thursday,May,reel,شوفو هاد التايجر شو حلووو 🔥🔥🔥 أحلى تونيك للعيد ❤️🔥🔥🔥 التوصيل متاح لكافة المحافظات 🚚🚚 عرض أقل,92,0,9,103.0,17,3200,Arabic,True,True,False,True,False,True,0,0.5714285714285714,high_view_rate
متجر الأميرات للسيدات,Fashion,5600,1778112000000,Thursday,May,reel,وصلت أحلى بضاعة للعيد 🔥🔥🔥🔥🔥🔥 لحقي حالك الكمية جداً محدودة التوصيل متاح لكافة المحافظات 🚚🚚🔥🔥 عرض أقل,99,0,10,2.0,1,8700,Arabic,True,True,False,True,False,True,0,1.5535714285714286,high_view_rate
متجر الأميرات للسيدات,Fashion,5600,1778025600000,Wednesday,May,reel,هاد الثوب ولا أفخم 🔥🔥🔥 لحقي حالك، الكمية كتير محدودة بس في متجرنا التوصيل متاح لكل المحافظات 🚚🚚 عرض أقل,103,0,5,0.0,1,15000,Arabic,True,True,False,False,False,True,0,2.6785714285714284,high_view_rate
متجر الأميرات للسيدات,Fashion,5600,1778025600000,Wednesday,May,reel,ولا أفخم من هيك موديل للعيد 🔥🔥🔥 بضاعة العيد السنة مميزة ❤️❤️🔥🔥 الكمية محدودة التوصيل متاح لكل المحافظات 🚚🚚🚚🚚 عرض أقل,116,0,11,4.0,0,2600,Arabic,True,True,False,True,False,True,0,0.4642857142857143,avg_view_rate
متجر الأميرات للسيدات,Fashion,5600,1778025600000,Wednesday,May,reel,خليكي مختلفة عن الكل 🔥🔥🔥 أجمل الموديلات حصريًا في متجرنا 🔥🔥🔥 الكمية محدودة جداً التوصيل متاح بكل المحافظات 🚚🚚🚚🚚 عرض أقل,119,0,10,6.0,0,2000,Arabic,True,True,False,False,False,True,0,0.35714285714285715,avg_view_rate
متجر الأميرات للسيدات,Fashion,5600,1777939200000,Tuesday,May,reel,خلي الأثقال تتكلم.. والباقي خليه علينا 👗✨ للعيد و لكل مناسبات في الصيف 🔥🔥🔥🔥🔥🔥 الكمية محدودة 🔥🔥🔥 التوصيل لكل المحافظات 🚚🚚 عرض أقل,128,0,13,3.0,0,5800,Arabic,True,True,False,True,False,True,0,1.0357142857142858,high_view_rate
متجر الأميرات للسيدات,Fashion,5600,1777939200000,Tuesday,May,reel,كل يوم موديل جديد، لأنك بتستاهلي حصريًا في متجرنا 🔥🔥🔥🔥 التوصيل موجود لكافة المحافظات 🚚🚚 عرض أقل,95,0,6,0.0,0,7700,Arabic,True,True,False,False,False,True,0,1.375,high_view_rate
